"","Var.1","Date","Town","State.Province","Latitude","Longitude","Number","Image"
"401",401,"05/05/05","Marshall Town","IA",42,-92.9,1,NA
"402",402,"05/05/05","Pelican Rapids","MN",46.6,-96.1,1,NA
"403",403,"05/05/05","Battle Creek","MI",42.3,-85.2,1,NA
"404",404,"05/05/05","Long Lake","WI",45.9,-88.8,1,NA
"405",405,"05/04/05","Old Forge","PA",41.4,-75.7,1,NA
"406",406,"05/04/05","Latham","NY",42.8,-73.8,1,NA
"407",407,"05/04/05","Chester","CT",41.4,-72.5,1,NA
"408",408,"05/04/05","Mashpee","MA",41.6,-70.5,1,NA
"409",409,"05/04/05","Pelee Island","ON",41.5,-82.4,1,NA
"410",410,"05/04/05","Walton","NY",42.2,-75.2,1,NA
"411",411,"05/04/05","Bar Harbor","ME",44.4,-68.3,1,NA
"412",412,"05/04/05","Rochester","MN",44.1,-92.5,1,NA
"413",413,"05/04/05","Vinton","IA",42.2,-92,1,NA
"414",414,"05/04/05","Chariton","IA",41,-93.3,1,NA
"415",415,"05/04/05","Boone","IA",42.1,-93.8,1,NA
"416",416,"05/04/05","Frankfort","MI",44.6,-86.2,1,NA
"417",417,"05/04/05","Chatham","NH",44.2,-71.1,1,NA
"418",418,"05/04/05","Osceola","IA",41,-93.8,1,NA
"419",419,"05/04/05","Pembine","WI",45.6,-87.9,1,NA
"420",420,"05/03/05","Mercerville","NJ",40.2,-74.7,1,NA
"421",421,"05/03/05","Granville","OH",40.1,-82.5,1,NA
"422",422,"05/03/05","Coventry","RI",41.7,-71.6,1,NA
"423",423,"05/03/05","Windham","ME",43.8,-70.4,1,NA
"424",424,"05/03/05","Coventry","RI",41.7,-71.6,1,NA
"425",425,"05/03/05","Blacklick","OH",40,-82.8,1,NA
"426",426,"05/03/05","Chickasha","OK",35,-98,1,NA
"427",427,"05/03/05","Arlington","VT",43.1,-73.2,1,NA
"428",428,"05/03/05","Fennimore","WI",43,-90.6,1,NA
"429",429,"05/03/05","Greenwood","MO",38.8,-94.3,1,NA
"430",430,"05/03/05","Van Meter","IA",41.6,-94,1,NA
"431",431,"05/02/05","Cherry Hill","NJ",39.9,-75,1,NA
"432",432,"05/02/05","Aaronsburg","PA",40.9,-77.4,1,NA
"433",433,"05/02/05","Putnam Valley","NY",41.4,-73.8,1,NA
"434",434,"05/02/05","forked river","NJ",39.9,-74.3,1,NA
"435",435,"05/02/05","Pickerington","OH",39.9,-82.7,1,NA
"436",436,"05/02/05","Kingston","ON",44.2,-76.3,1,NA
"437",437,"05/02/05","Port Stanley","ON",42.4,-81.1,1,NA
"438",438,"05/02/05","Akron","OH",41,-81.5,1,NA
"439",439,"05/02/05","West Milford","NJ",41.1,-74.4,1,NA
"440",440,"05/02/05","Newark","OH",40.1,-82.3,1,NA
"441",441,"05/01/05","Toms River","NJ",40,-74.2,1,NA
"442",442,"05/01/05","Middletown","MD",39.4,-77.6,1,NA
"443",443,"05/01/05","Ottumwa","IA",41,-92.4,1,NA
"444",444,"05/01/05","Garner","IA",43.2,-93.6,1,NA
"445",445,"05/01/05","Ottumwa","IA",41,-92.4,1,NA
"446",446,"05/01/05","Dennison","MN",44.4,-93,1,NA
"447",447,"05/01/05","West Chester","PA",40,-75.6,1,NA
"448",448,"05/01/05","Hemlock","MI",43.4,-84.2,1,NA
"449",449,"05/01/05","Traverse City","MI",44.8,-85.7,1,NA
"450",450,"05/01/05","Eliza","IL",41.3,-91,1,NA
"451",451,"04/30/05","Park Forest","IL",41.5,-87.7,1,NA
"452",452,"04/30/05","Freeland","MI",43.5,-84.2,1,NA
"453",453,"04/29/05","Elkton","MD",39.6,-75.9,1,NA
"454",454,"04/29/05","Innisfil","ON",44.2,-79.4,1,NA
"455",455,"04/29/05","Cashton","WI",43.7,-90.7,1,NA
"456",456,"04/28/05","Bricktown","NJ",40.1,-74.1,1,NA
"457",457,"04/28/05","Cookeville","TN",35.2,-85.2,1,NA
"458",458,"04/28/05","Frankfort","KY",38.2,-84.9,1,NA
"459",459,"04/28/05","Glouster","OH",39.6,-82,1,NA
"460",460,"04/28/05","Cassadaga","NY",42.3,-79.3,2,NA
"461",461,"04/27/05","Long Level","PA",40,-76.5,1,NA
"462",462,"04/27/05","Memphis","TN",35.1,-90,1,NA
"463",463,"04/27/05","Adel","IA",41.7,-94.1,1,NA
"464",464,"04/27/05","Hutchinson","KS",38,-98.1,1,NA
"465",465,"04/27/05","Bar Harbor","ME",44.4,-68.3,1,NA
"466",466,"04/27/05","Proctor","WV",39.7,-80.8,1,NA
"467",467,"04/26/05","Bushkill","PA",41.1,-75,1,NA
"468",468,"04/26/05","Arnold","MD",39,-76.5,1,NA
"469",469,"04/26/05","hammonton","NJ",39.6,-74.8,1,NA
"470",470,"04/26/05","Toms River","NJ",40,-74.2,1,NA
"471",471,"04/26/05","Corydon","IA",40.8,-93.3,1,NA
"472",472,"04/26/05","Howard City","MI",43.4,-85.5,1,NA
"473",473,"04/25/05","Steele","MO",36.1,-89.8,1,NA
"474",474,"04/25/05","CHARLESTOWN","RI",41.4,-71.7,1,NA
"475",475,"04/25/05","Truro","NS",45.2,-63.2,1,NA
"476",476,"04/24/05","Summerville","SC",33.1,-80.2,1,NA
"477",477,"04/24/05","Highland Lakes","NJ",41.2,-74.4,1,NA
"478",478,"04/24/05","Olney","MD",39.2,-77.1,1,NA
"479",479,"04/24/05","Cortlandt Manor","NY",41.3,-73.9,1,NA
"480",480,"04/24/05","Davidsonville","MD",38.9,-76.6,1,NA
"481",481,"04/24/05","Le Claire","IA",41.6,-90.4,1,NA
"482",482,"04/24/05","Helena","AR",34.5,-90.7,1,NA
"483",483,"04/24/05","Landenberg","PA",39.8,-75.8,1,NA
"484",484,"04/24/05","White House","TN",36.5,-86.7,1,NA
"485",485,"04/23/05","White Point","NS",46.5,-60.2,1,NA
"486",486,"04/23/05","Greensburg","PA",40.4,-79.5,1,NA
"487",487,"04/23/05","Wallingford","PA",39.9,-75.4,1,NA
"488",488,"04/23/05","Bath","ME",43.9,-69.8,1,NA
"489",489,"04/23/05","Atco","NJ",39.8,-74.9,1,NA
"490",490,"04/23/05","Beverly","WV",38.8,-79.8,1,NA
"491",491,"04/23/05","SOUTH CONNELLSVILLE","PA",40,-79.6,1,NA
"492",492,"04/23/05","Media","PA",39.9,-75.4,1,NA
"493",493,"04/23/05","Lincoln","RI",41.9,-71.4,1,NA
"494",494,"04/23/05","McClure","PA",40.7,-77.3,1,NA
"495",495,"04/22/05","Norwich","VT",43.8,-72.3,1,NA
"496",496,"04/22/05","Elverson","PA",40.2,-75.8,1,NA
"497",497,"04/22/05","Mustang","OK",35.4,-97.7,1,NA
"498",498,"04/22/05","Fairhaven","MA",41.6,-70.9,1,NA
"499",499,"04/22/05","Oskaloosa","KS",39.2,-95.3,1,NA
"500",500,"04/22/05","Morgan City","IA",40.6,-93.6,1,NA
"501",501,"04/22/05","Green Bay","WI",44.5,-88,1,NA
"502",502,"04/21/05","La Plata","MD",38.5,-77,1,NA
"503",503,"04/21/05","Lawson","MO",39.4,-94.2,1,NA
"504",504,"04/21/05","Hamilton","MI",42.7,-86,1,NA
"505",505,"04/21/05","Smithtown","NY",40.9,-73.2,1,NA
"506",506,"04/21/05","Sycamore","IL",42,-88.7,1,NA
"507",507,"04/21/05","Wichita","KS",37.7,-97.3,1,NA
"508",508,"04/21/05","Florissant","MO",38.8,-90.3,1,NA
"509",509,"04/21/05","Lawson","MO",39.4,-94.2,1,NA
"510",510,"04/21/05","Snug Harbor","RI",41.4,-71.5,1,NA
"511",511,"04/21/05","Taylor","PA",41.4,-75.7,1,NA
"512",512,"04/21/05","Chelmsford","MA",42.6,-71.4,1,NA
"513",513,"04/21/05","Columbia","MO",38.9,-92.2,1,NA
"514",514,"04/21/05","Shawnee","KS",39,-94.8,1,NA
"515",515,"04/21/05","Cottonwood Falls","KS",38.3,-96.5,1,NA
"516",516,"04/21/05","Herndon","VA",39,-77.4,1,NA
"517",517,"04/21/05","Kansas City","KS",39.1,-94.6,1,NA
"518",518,"04/21/05","Southport","CT",41.1,-73.3,1,NA
"519",519,"04/21/05","Jamestown","RI",41.5,-71.4,1,NA
"520",520,"04/21/05","California","MD",38.3,-76.5,1,NA
"521",521,"04/20/05","Glengary","WV",39.4,-78.2,1,NA
"522",522,"04/20/05","Effingham","IL",39.1,-88.6,1,NA
"523",523,"04/20/05","Kinta","OK",35.2,-95.3,1,NA
"524",524,"04/20/05","Dover","PA",40,-76.9,1,NA
"525",525,"04/20/05","Manchester","MO",38.6,-90.5,1,NA
"526",526,"04/20/05","Waynesville","MO",37.8,-92.2,1,NA
"527",527,"04/20/05","Kirksville","MO",40.1,-92.7,1,NA
"528",528,"04/20/05","Highland","NY",41.7,-74,1,NA
"529",529,"04/20/05","Iowa City","IA",41.7,-91.5,1,NA
"530",530,"04/20/05","Upton","MA",42.2,-71.6,1,NA
"531",531,"04/20/05","Grand Haven","MI",43,-86.1,1,NA
"532",532,"04/20/05","Hughesville","PA",41.3,-76.7,1,NA
"533",533,"04/20/05","East Quogue","NY",40.8,-72.6,1,NA
"534",534,"04/20/05","Cherry Hill","NJ",39.9,-75,1,NA
"535",535,"04/20/05","Wingett Run","OH",39.5,-81.3,1,NA
"536",536,"04/20/05","Manahawkin","NJ",39.7,-74.3,1,NA
"537",537,"04/20/05","Portsmouth","OH",38.8,-82.9,1,NA
"538",538,"04/20/05","Princeton","MA",42.5,-71.9,1,NA
"539",539,"04/20/05","Harrington","DE",38.9,-75.6,1,NA
"540",540,"04/20/05","Olpe","KS",38.2,-96.2,1,NA
"541",541,"04/20/05","petersburg","MI",41.9,-83.7,1,NA
"542",542,"04/20/05","Manhattan","KS",39.2,-96.6,1,NA
"543",543,"04/20/05","Bowling Green","MO",39.3,-91.2,1,NA
"544",544,"04/20/05","Pembroke","MA",42.1,-70.8,1,NA
"545",545,"04/20/05","Bear","DE",39.6,-75.7,1,NA
"546",546,"04/20/05","Elkton","VA",38.4,-78.6,1,NA
"547",547,"04/19/05","Vincennes","IN",38.6,-87.5,1,NA
"548",548,"04/19/05","Cullowhee","NC",35.3,-83.1,1,NA
"549",549,"04/19/05","Lake Ozark","MO",38.2,-92.7,1,NA
"550",550,"04/19/05","O'Fallon","IL",38.4,-89.9,1,NA
"551",551,"04/19/05","Mactier","ON",45.1,-79.5,1,NA
"552",552,"04/19/05","Brockway","PA",41.3,-78.9,1,NA
"553",553,"04/19/05","Salem","WV",39.3,-80.6,1,NA
"554",554,"04/19/05","Roanoke","WV",38.9,-80.5,1,NA
"555",555,"04/19/05","Warrenton","VA",38.7,-77.8,1,NA
"556",556,"04/19/05","Burgettstown","PA",40.4,-80.4,1,NA
"557",557,"04/19/05","Norwell","MA",42.2,-70.8,1,NA
"558",558,"04/19/05","Mukwonago","WI",42.9,-88.3,1,NA
"559",559,"04/19/05","Montrose","WV",39.1,-79.8,1,NA
"560",560,"04/19/05","Philippi","WV",39.2,-80,1,NA
"561",561,"04/19/05","Lake City","KS",37.3,-98.8,1,NA
"562",562,"04/19/05","Paoli","IN",38.5,-86.4,1,NA
"563",563,"04/19/05","Needmore","PA",39.9,-78.1,1,NA
"564",564,"04/19/05","West Lafayette","OH",40.3,-81.7,1,NA
"565",565,"04/19/05","Lebanon","TN",36.3,-86.3,1,NA
"566",566,"04/19/05","Manassas","VA",38.8,-77.5,1,NA
"567",567,"04/18/05","Hampstead","NH",42.9,-71.2,1,NA
"568",568,"04/18/05","West Bend","WI",43.4,-88.2,1,NA
"569",569,"04/18/05","Mishicot","WI",44.3,-87.6,1,NA
"570",570,"04/18/05","Orma","WV",38.7,-81.1,1,NA
"571",571,"04/18/05","Pleasant Lake","MI",42.4,-84.3,1,NA
"572",572,"04/18/05","Webster Groves","MO",38.6,-90.4,1,NA
"573",573,"04/18/05","Wanaque","NJ",41,-74.3,1,NA
"574",574,"04/18/05","Wanaque","NJ",41,-74.3,1,NA
"575",575,"04/18/05","washington","MO",38.5,-91,1,NA
"576",576,"04/18/05","Potosi","MO",38,-91,1,NA
"577",577,"04/18/05","Niles","MI",41.8,-86.2,1,NA
"578",578,"04/18/05","Waukesha","WI",43,-88.2,1,NA
"579",579,"04/18/05","St.Charles","MO",38.8,-90.5,1,NA
"580",580,"04/18/05","Chesterfield","MO",38.6,-90.6,1,NA
"581",581,"04/18/05","Long Neck","DE",38.6,-75.2,1,NA
"582",582,"04/18/05","Covert","MI",42.3,-86.3,1,NA
"583",583,"04/18/05","Walker","WV",39.2,-81.4,1,NA
"584",584,"04/18/05","Florence","SC",34.2,-79.8,1,NA
"585",585,"04/18/05","Scott Depot","WV",38.4,-81.9,1,NA
"586",586,"04/18/05","Yorktown","VA",37.2,-76.6,1,NA
"587",587,"04/18/05","Fall River","KS",37.6,-96,1,NA
"588",588,"04/18/05","Marion","IL",37.7,-88.9,1,NA
"589",589,"04/18/05","Pence Springs","WV",37.7,-80.7,1,NA
"590",590,"04/18/05","Suffolk","VA",36.9,-76.6,1,NA
"591",591,"04/18/05","Parkersburg","WV",39.3,-81.5,1,NA
"592",592,"04/18/05","Milton","NH",43.4,-71,1,NA
"593",593,"04/18/05","Centertown","MO",38.6,-92.4,1,NA
"594",594,"04/18/05","Narragansett","RI",41.4,-71.5,1,NA
"595",595,"04/18/05","Camp Wood","TX",29.7,-100,1,NA
"596",596,"04/18/05","Chippewa Falls","WI",44.9,-91.4,1,NA
"597",597,"04/18/05","Chesterfield","MO",38.6,-90.6,1,NA
"598",598,"04/17/05","Richmond","VA",37.5,-77.4,1,NA
"599",599,"04/17/05","Liverpool","NY",43.1,-76.2,1,NA
"600",600,"04/17/05","Wildwood","MO",40.2,-94.1,1,NA
"601",601,"04/17/05","Holts Summit","MO",38.6,-92.1,1,NA
"602",602,"04/17/05","Wintersville","OH",40.4,-80.7,1,NA
"603",603,"04/17/05","Jarrettsville","MD",39.6,-76.5,1,NA
"604",604,"04/17/05","Delavan","WI",42.6,-88.6,1,NA
"605",605,"04/17/05","Connersville","IN",39.6,-85.2,1,NA
"606",606,"04/17/05","Gratiot","WI",42.6,-90,1,NA
"607",607,"04/17/05","Saint Clair","MO",38.3,-91,1,NA
"608",608,"04/17/05","yorktown","VA",37.2,-76.6,1,NA
"609",609,"04/17/05","Bradford","PA",41.9,-78.7,1,NA
"610",610,"04/17/05","Bonaparte","IA",40.7,-91.8,1,NA
"611",611,"04/17/05","Wagoner","OK",36,-95.4,1,NA
"612",612,"04/17/05","New Middletown","OH",41,-80.5,1,NA
"613",613,"04/17/05","Bedford","IN",38.9,-86.5,1,NA
"614",614,"04/17/05","Robertsville","MO",38.4,-90.8,1,NA
"615",615,"04/17/05","Skiatook","OK",36.4,-96.1,1,NA
"616",616,"04/17/05","Beloit","WI",42.5,-89.1,1,NA
"617",617,"04/17/05","Cochranville","PA",39.9,-75.9,1,NA
"618",618,"04/17/05","Fond du Lac","WI",43.7,-88.4,1,NA
"619",619,"04/17/05","Waverly","OH",39.1,-83,1,NA
"620",620,"04/17/05","Keokuk","IA",40.4,-91.4,1,NA
"621",621,"04/17/05","Lake Sherwood","MO",38.7,-90.4,1,NA
"622",622,"04/16/05","Webb City","MO",37.1,-94.5,1,NA
"623",623,"04/16/05","East Peoria","IL",40.7,-89.5,1,NA
"624",624,"04/16/05","Strongsville","OH",41.3,-81.8,1,NA
"625",625,"04/16/05","Blue Springs","MO",39,-94.3,1,NA
"626",626,"04/16/05","Plainwell","MI",42.5,-85.6,1,NA
"627",627,"04/16/05","Mecosta","MI",43.7,-85.2,1,NA
"628",628,"04/16/05","Nevada","MO",37.9,-94.3,1,NA
"629",629,"04/16/05","Springfield","MO",37.2,-93.3,1,NA
"630",630,"04/16/05","Grand Blanc","MI",42.9,-83.6,1,NA
"631",631,"04/16/05","Diamond","MO",37,-94.3,1,NA
"632",632,"04/16/05","Prince's Lakes","IN",39.4,-86.1,1,NA
"633",633,"04/16/05","Delta","OH",41.6,-84,1,NA
"634",634,"04/16/05","Cambridge","NY",43.1,-73.4,1,NA
"635",635,"04/16/05","Montgomery","MI",41.8,-84.8,1,NA
"636",636,"04/16/05","Summersville","MO",37.1,-91.7,1,NA
"637",637,"04/16/05","Michigan City","IN",41.7,-86.9,1,NA
"638",638,"04/16/05","Weston","OH",41.4,-83.8,1,NA
"639",639,"04/16/05","Mendon","IL",40.1,-91.3,1,NA
"640",640,"04/16/05","Beverly","OH",39.6,-81.6,1,NA
"641",641,"04/16/05","Madison","WI",43.1,-89.4,1,NA
"642",642,"04/16/05","Turner","MI",44.1,-83.7,1,NA
"643",643,"04/16/05","Monticello","AR",33.6,-91.8,1,NA
"644",644,"04/16/05","Murray","KY",36.6,-88.3,1,NA
"645",645,"04/16/05","Godfrey","IL",39,-90.2,1,NA
"646",646,"04/15/05","Brentwood","TN",36,-86.8,1,NA
"647",647,"04/15/05","Johnstown","PA",40.3,-78.9,1,NA
"648",648,"04/15/05","Dewey","OK",36.8,-95.9,1,NA
"649",649,"04/15/05","Barnhart","MO",38.3,-90.4,1,NA
"650",650,"04/15/05","Warsaw","MO",38.2,-93.3,1,NA
"651",651,"04/15/05","Crooksville","OH",39.8,-82,1,NA
"652",652,"04/15/05","Belleville","IL",38.5,-90,1,NA
"653",653,"04/15/05","Crocker","MO",38,-92.3,1,NA
"654",654,"04/15/05","Vera","MO",39.4,-91.1,1,NA
"655",655,"04/15/05","Dearing","KS",37.1,-95.7,1,NA
"656",656,"04/15/05","Westphalia","KS",38.2,-95.5,1,NA
"657",657,"04/15/05","Westphalia","KS",38.2,-95.5,1,NA
"658",658,"04/15/05","Bloomington","IN",39.1,-86.5,1,NA
"659",659,"04/15/05","Pendleton","IN",40,-85.8,1,NA
"660",660,"04/15/05","Poplar Bluff","MO",36.8,-90.4,1,NA
"661",661,"04/15/05","Cub Run","KY",37.3,-86.1,1,NA
"662",662,"04/15/05","Ellsworth","WI",44.7,-92.5,1,NA
"663",663,"04/15/05","Ladoga","IN",39.9,-86.8,1,NA
"664",664,"04/15/05","Slaughters","KY",37.5,-87.5,1,NA
"665",665,"04/15/05","Idledale","CO",39.5,-105.3,1,NA
"666",666,"04/15/05","Idledale","CO",39.5,-105.3,1,NA
"667",667,"04/15/05","Idledale","CO",39.5,-105.3,1,NA
"668",668,"04/14/05","Coweta","OK",36,-95.6,1,NA
"669",669,"04/14/05","Vera","OK",36.4,-95.9,1,NA
"670",670,"04/14/05","Ardmore","OK",34.2,-97.2,1,NA
"671",671,"04/14/05","Coweta","OK",36,-95.6,1,NA
"672",672,"04/13/05","Decatur","MS",32.4,-89.1,1,NA
"673",673,"04/13/05","Alliance","OH",40.9,-81.1,1,NA
"674",674,"04/13/05","Varina","VA",37.4,-77.3,1,NA
"675",675,"04/13/05","Spavinaw","OK",36.4,-95,1,NA
"676",676,"04/13/05","Ardmore","OK",34.2,-97.2,1,NA
"677",677,"04/13/05","Salisbury","NC",35.7,-80.5,1,NA
"678",678,"04/13/05","Chapel  Hill","NC",35.9,-79,1,NA
"679",679,"04/13/05","Grover, Mo.","MO",38.6,-90.7,1,NA
"680",680,"04/12/05","Wiggins","MS",30.9,-89.1,1,NA
"681",681,"04/12/05","Franklin","NC",35.2,-83.4,1,NA
"682",682,"04/12/05","KIngfisher","OK",35.9,-98,1,NA
"683",683,"04/12/05","Cornettsville","KY",37.1,-83.1,1,NA
"684",684,"04/12/05","Plymouth","CT",41.7,-73,1,NA
"685",685,"04/12/05","Kingfisher","OK",35.9,-98,1,NA
"686",686,"04/12/05","Crown Point","IN",41.4,-87.3,1,NA
"687",687,"04/12/05","Uniontown","MO",37.6,-89.7,1,NA
"688",688,"04/12/05","Stanton","KY",37.8,-83.8,1,NA
"689",689,"04/12/05","Brighton","IL",39,-90.1,1,NA
"690",690,"04/12/05","Charleston","WV",38.4,-81.6,1,NA
"691",691,"04/12/05","Dayton","OH",39.8,-84.2,1,NA
"692",692,"04/12/05","Winfield","MO",39,-90.8,1,NA
"693",693,"04/12/05","Versailles","MO",38.5,-92.8,1,NA
"694",694,"04/12/05","Bloomington","IN",39.1,-86.5,1,NA
"695",695,"04/12/05","Grover","MO",38.6,-90.7,1,NA
"696",696,"04/12/05","Metamora","IL",40.8,-89.4,1,NA
"697",697,"04/12/05","Jenkins","KY",37.2,-82.6,1,NA
"698",698,"04/12/05","Beckley","WV",37.8,-81.2,1,NA
"699",699,"04/12/05","Tye","TX",32.4,-99.9,1,NA
"700",700,"04/11/05","Lake Lure","NC",35.5,-82.2,1,NA
"701",701,"04/11/05","Hazel","KY",36.5,-88.3,1,NA
"702",702,"04/11/05","Caretta","WV",37.3,-81.7,1,NA
"703",703,"04/11/05","Jay","OK",36.4,-94.8,1,NA
"704",704,"04/11/05","Fairhaven","MA",41.6,-70.9,1,NA
"705",705,"04/11/05","Norman","IN",39,-86.2,1,NA
"706",706,"04/11/05","Clinton","IN",39.7,-87.5,1,NA
"707",707,"04/11/05","Brooktondale","NY",42.4,-76.3,1,NA
"708",708,"04/11/05","Petersburg","VA",37.2,-77.5,1,NA
"709",709,"04/11/05","Chesapeake","VA",36.7,-76.2,1,NA
"710",710,"04/11/05","Reidland","KY",37,-88.5,1,NA
"711",711,"04/11/05","London","KY",37.1,-84.1,1,NA
"712",712,"04/11/05","Bardstown","KY",37.8,-85.4,1,NA
"713",713,"04/11/05","Essex","IL",41.2,-88.2,1,NA
"714",714,"04/11/05","Pamplin","VA",37.3,-78.6,1,NA
"715",715,"04/11/05","Richmond","VA",37.5,-77.4,1,NA
"716",716,"04/11/05","Summersville","MO",37.1,-91.7,1,NA
"717",717,"04/11/05","Mayfield Ht.s","OH",41.5,-81.5,1,NA
"718",718,"04/11/05","Catlettsburg","KY",38.3,-82.6,1,NA
"719",719,"04/11/05","Dunwoody","GA",33.6,-84.2,1,NA
"720",720,"04/11/05","St. Clair","MO",38.3,-91,1,NA
"721",721,"04/11/05","Paducah","KY",37,-88.7,1,NA
"722",722,"04/11/05","Chesterfield","VA",37.4,-77.6,1,NA
"723",723,"04/11/05","Springfield","MO",37.2,-93.3,1,NA
"724",724,"04/11/05","Montpelier","KY",37,-85.2,1,NA
"725",725,"04/11/05","Grove","IL",39.1,-88.3,1,NA
"726",726,"04/11/05","Creal Springs","IL",37.6,-88.9,1,NA
"727",727,"04/11/05","Butler","MO",38.3,-94.3,1,NA
"728",728,"04/11/05","Metamora","IL",40.8,-89.4,1,NA
"729",729,"04/11/05","Goreville","IL",37.6,-89,1,NA
"730",730,"04/11/05","Richmond","VA",37.5,-77.4,1,NA
"731",731,"04/11/05","Hillsboro","OH",39.1,-83.6,1,NA
"732",732,"04/10/05","Clinton","OK",35.5,-99,1,NA
"733",733,"04/10/05","Durham","NC",36,-78.9,1,NA
"734",734,"04/10/05","Salem","KY",37.2,-88.3,1,NA
"735",735,"04/10/05","Lake Ozark","MO",38.2,-92.7,1,NA
"736",736,"04/10/05","Powhatan","VA",37.5,-77.9,1,NA
"737",737,"04/10/05","Warrenton","MO",38.8,-91.2,1,NA
"738",738,"04/10/05","whitesburg","KY",37.1,-82.9,1,NA
"739",739,"04/10/05","New Canton","VA",37.6,-78.3,1,NA
"740",740,"04/10/05","Cedar Bluff","AL",34.3,-85.7,1,NA
"741",741,"04/10/05","Kingston Springs","TN",36.1,-87.1,1,NA
"742",742,"04/10/05","Louisville","KY",38.3,-85.8,1,NA
"743",743,"04/10/05","Bardwell","KY",36.9,-89.1,1,NA
"744",744,"04/10/05","Chardon","OH",41.6,-81.2,1,NA
"745",745,"04/10/05","Cape Girardeau","MO",37.3,-89.6,1,NA
"746",746,"04/10/05","Barlow","KY",37.1,-89.1,1,NA
"747",747,"04/10/05","Lebanon","MO",37.7,-92.6,1,NA
"748",748,"04/10/05","Carbondale","IL",37.7,-89.2,1,NA
"749",749,"04/10/05","Henryetta","OK",35.5,-96,1,NA
"750",750,"04/10/05","Jane","MO",36.5,-94.3,1,NA
"751",751,"04/10/05","Sikeston","MO",36.9,-89.6,1,NA
"752",752,"04/10/05","Crystal City","MO",38.2,-90.4,1,NA
"753",753,"04/10/05","Owings","MD",38.7,-76.6,1,NA
"754",754,"04/10/05","Gravois Mills","MO",38.3,-92.9,1,NA
"755",755,"04/10/05","Columbus","OH",40.1,-83,1,NA
"756",756,"04/10/05","Kincaid","IL",39.6,-89.5,1,NA
"757",757,"04/10/05","Climax Springs","MO",38.1,-93,1,NA
"758",758,"04/10/05","Moore","OK",35.3,-97.5,1,NA
"759",759,"04/10/05","Dittmer","MO",38.3,-90.7,1,NA
"760",760,"04/10/05","Dittmer","MO",38.3,-90.7,1,NA
"761",761,"04/10/05","Vienna","IL",37.4,-88.9,1,NA
"762",762,"04/10/05","Union","MO",38.4,-91.1,1,NA
"763",763,"04/10/05","Vale","NC",35.5,-81.4,1,NA
"764",764,"04/10/05","Cecilia","KY",37.7,-86,1,NA
"765",765,"04/10/05","Springfield","MO",37.2,-93.3,1,NA
"766",766,"04/10/05","Irvine","KY",37.7,-84,1,NA
"767",767,"04/10/05","Danville","IL",40.1,-87.6,1,NA
"768",768,"04/10/05","Danville","KY",37.6,-84.8,1,NA
"769",769,"04/10/05","Greenup","IL",39.2,-88.1,1,NA
"770",770,"04/10/05","Huntsville","AL",34.7,-86.5,1,NA
"771",771,"04/10/05","Prescott","AR",33.8,-93.3,1,NA
"772",772,"04/10/05","Eminence","MO",37.2,-91.5,1,NA
"773",773,"04/10/05","Hope","AR",33.6,-93.6,1,NA
"774",774,"04/10/05","Bradyville","TN",35.7,-86.1,1,NA
"775",775,"04/09/05","Bradyville","TN",35.7,-86.1,1,NA
"776",776,"04/09/05","Cookson","OK",35.7,-94.9,1,NA
"777",777,"04/09/05","Irvine","KY",37.7,-84,1,NA
"778",778,"04/09/05","Smithfield","VA",37,-76.7,1,NA
"779",779,"04/09/05","Belcher","KY",37.3,-82.4,1,NA
"780",780,"04/09/05","Edmond","OK",35.7,-97.6,1,NA
"781",781,"04/09/05","Brownwood","TX",31.6,-99,1,NA
"782",782,"04/09/05","Smithfield","VA",37,-76.7,1,NA
"783",783,"04/09/05","Jeffersonville","IN",38.3,-85.7,1,NA
"784",784,"04/09/05","Marysville","OH",40.3,-83.4,1,NA
"785",785,"04/09/05","Salem","IN",38.6,-86,1,NA
"786",786,"04/09/05","Galena","MO",36.8,-93.5,1,NA
"787",787,"04/09/05","Pataskala","OH",40,-82.7,1,NA
"788",788,"04/09/05","Burkesville","KY",36.8,-85.4,1,NA
"789",789,"04/09/05","Warsaw","MO",38.2,-93.3,1,NA
"790",790,"04/09/05","Ironton","OH",38.5,-82.7,1,NA
"791",791,"04/09/05","Edmond","OK",35.7,-97.6,1,NA
"792",792,"04/09/05","Sullivan","MO",38.3,-91.1,1,NA
"793",793,"04/09/05","Willow Springs","MO",37,-91.9,1,NA
"794",794,"04/09/05","Fancy Farm","KY",36.8,-88.8,1,NA
"795",795,"04/09/05","Park Hill","OK",35.8,-95,1,NA
"796",796,"04/09/05","West Fork","AR",35.9,-94.3,1,NA
"797",797,"04/09/05","Pinehurst","NC",35.2,-79.5,1,NA
"798",798,"04/09/05","Newcastle","OK",35.2,-97.6,1,NA
"799",799,"04/09/05","Williford","AR",36.2,-91.4,1,NA
"800",800,"04/09/05","Columbia","SC",34,-81,1,NA
"801",801,"04/08/05","Fairmount","IN",40.4,-85.7,1,NA
"802",802,"04/08/05","Winston Salem","NC",36.1,-80.2,1,NA
"803",803,"04/08/05","Louisville","TN",35.8,-84,1,NA
"804",804,"04/08/05","Lynnville","TN",35.4,-87.1,1,NA
"805",805,"04/08/05","Cambridge","MD",38.5,-76.1,1,NA
"806",806,"04/08/05","Jackson","TN",35.6,-88.9,1,NA
"807",807,"04/08/05","Butner","NC",36.1,-78.8,1,NA
